avg_monthly_balance,total_deposits,total_withdrawals,overdraft_frequency,salary_deposits,gold_assets,property_value,vehicle_ownership,fixed_deposits,guarantor_exists,utility_bill_consistency,upi_transaction_count,wallet_transactions,gst_filing_status,age,employment_type,location,loan_approved,rental_agreement,has_children,education_fees_paid,transaction_type,deposit_to_fixed_ratio
124403,451098,387709,3,1,2610,2541860,0,245590,0,86,743,480,0,21,0,1,0,0,1,21741,0,1.8367855499590784
71515,100549,240755,2,1,2743,690542,0,149805,1,73,162,380,2,59,0,1,1,0,1,100044,1,0.671194745203797
196483,26530,47725,4,0,1264,1945825,0,120512,1,81,732,63,2,34,0,1,0,1,1,105480,1,0.22014222532008995
79497,253537,105039,2,1,4310,4983004,1,176160,0,57,842,136,1,21,0,0,0,1,1,59731,0,1.4392345638364905
128129,39525,434819,0,1,4313,9606895,1,235322,0,67,700,421,0,36,1,0,0,0,1,380576,1,0.16796063283231982
178787,45714,253665,1,1,4089,4239170,1,9860,1,65,180,6,2,47,0,2,0,0,0,0,1,4.635838150289017
64637,70539,457999,0,0,3960,9510858,0,126026,1,85,192,146,1,59,0,1,0,1,0,0,1,0.5597133947487443
42199,167603,396926,4,1,1752,8343380,1,143505,1,82,942,164,2,32,2,1,0,1,0,0,1,1.167916324056137
113443,12255,471338,1,1,2413,2058544,1,440244,0,88,328,464,1,44,0,1,0,1,0,0,1,0.02783677270610683
172542,457729,43791,3,1,887,5460263,1,212175,1,88,88,14,1,36,1,1,1,0,1,389442,0,2.157308083854913
185056,351567,167534,2,1,4854,1563656,0,460977,1,67,56,373,0,41,0,0,0,1,0,0,0,0.7626546169231504
122965,278371,414346,2,1,2460,9684725,0,67908,0,86,106,90,0,31,0,1,1,0,1,81020,1,4.099176839594163
14331,150451,405866,0,1,3374,141085,1,243631,1,67,905,433,0,52,0,0,1,0,0,0,1,0.6175338215012807
120162,452527,92402,2,1,3526,6818634,1,85661,1,70,163,275,0,32,0,2,0,1,1,348882,0,5.282704116177535
134998,392340,245159,1,0,3697,1569124,0,68425,1,79,719,71,0,55,0,2,1,0,0,0,0,5.733785403209306
47973,405699,297295,0,0,1849,1528559,0,296038,1,84,667,207,1,48,0,2,1,0,1,477342,0,1.3704241670860935
156378,348452,213491,2,1,2758,2979849,1,443318,0,86,85,470,0,57,0,0,1,0,1,496883,0,0.7860073671554795
74632,208555,238219,1,1,1696,3078811,1,448738,0,74,461,103,0,37,0,2,0,0,1,240023,1,0.4647579105003131
139889,417270,333890,2,1,4758,2553326,0,288906,1,69,172,398,1,22,0,1,0,1,0,0,0,1.4443056069946385
76225,126442,484966,3,0,3844,8674758,1,474999,0,94,978,452,1,34,0,1,0,0,1,401432,1,0.2661936842105263
159272,451781,302839,2,1,1868,9172,1,2889,1,66,735,48,0,57,0,1,0,1,1,487261,0,156.32560553633218
144439,332763,303113,0,1,2633,1002460,1,47896,0,78,982,205,2,21,2,2,1,1,0,0,0,6.947470614025931
196393,172507,149624,0,1,3006,8458786,0,429751,0,52,338,359,2,46,0,2,0,0,1,150385,0,0.4014105809862432
28064,393064,489674,1,1,81,1131193,1,370416,1,81,737,359,0,31,1,0,0,0,1,396601,1,1.061139202574396
39146,196244,16220,4,1,3492,779293,1,25653,1,52,539,460,1,60,1,2,0,0,0,0,0,7.6496452794885785
183916,115910,399949,2,0,1687,1603818,0,245815,0,57,834,47,1,43,2,2,1,0,0,0,1,0.47153155205519576
56858,231285,12239,1,1,4680,3108366,1,106126,1,81,273,353,0,61,1,1,0,1,1,36845,0,2.17932288673005
155681,285332,469802,1,1,3998,4778745,1,313530,0,82,436,265,0,25,0,2,1,1,0,0,1,0.9100599302780268
143996,371405,319783,4,0,3644,8169214,0,372851,1,64,866,425,1,27,0,2,0,0,0,0,0,0.9961191035585165
169769,70656,70642,1,0,3605,4960681,0,349749,0,82,96,234,0,31,0,2,0,1,0,0,0,0.20201858470335954
88057,205805,205237,0,1,3425,5617546,1,391422,0,91,882,436,0,51,1,2,1,0,1,277979,0,0.5257866809053121
144739,247438,23107,4,0,3999,5395824,0,76662,1,76,297,114,2,62,1,0,0,1,1,364371,0,3.227606537703977
88169,190825,388702,1,1,1253,2392725,1,387082,0,69,616,387,0,62,0,1,0,0,0,0,1,0.4929821252806246
95946,274583,264891,4,1,1626,5578364,1,10956,0,56,801,294,1,63,1,1,1,0,0,0,0,25.060052934197316
171204,210575,189248,0,1,3424,1462876,0,63986,0,97,318,25,0,55,1,1,1,0,0,0,0,3.2909028396393016
188847,373829,358482,1,0,811,2232004,1,212200,1,58,52,345,0,41,2,2,0,0,1,180139,0,1.761674073166479
66937,52586,134983,0,1,2483,7174555,1,439685,0,86,476,430,1,36,0,2,0,1,1,61348,1,0.11959898654949214
57336,467703,126476,2,0,4007,8733082,1,180401,1,98,469,284,1,52,0,2,0,0,0,0,0,2.592559949446237
64126,423640,18958,3,1,1346,3494843,1,315109,1,55,26,365,2,60,0,1,0,0,0,0,0,1.3444194090952366
86655,337908,192972,4,1,3747,8037012,0,460314,1,84,943,149,0,44,0,0,0,1,1,107481,0,0.7340799235306258
43386,50027,496860,3,1,2644,8661256,1,362085,0,82,612,467,0,43,2,0,1,0,0,0,1,0.13816330926906867
41249,134802,490449,2,0,3727,846208,0,123127,0,86,226,170,1,41,1,1,1,1,0,0,1,1.09481190306023
108568,243196,84268,1,1,4823,5018166,1,331907,1,78,632,249,2,35,0,0,0,0,1,294486,0,0.7327211154898345
115257,200780,390273,1,0,4048,1363018,1,444664,1,95,441,14,2,30,0,1,0,0,1,107922,1,0.45153092777709064
149208,341002,101137,2,0,2467,2233371,1,170138,1,78,97,192,0,40,0,2,0,0,1,365291,0,2.004255344159775
22735,133440,227808,2,1,371,9217258,1,399473,1,96,778,309,0,47,0,1,1,1,1,231384,1,0.3340392616290422
184312,236491,195971,4,1,2687,5935634,1,130518,0,60,891,78,0,23,0,1,1,0,1,140006,0,1.8119277653062007
24447,281807,35584,2,1,741,1143685,0,198355,1,93,835,2,0,45,0,2,1,1,1,389188,0,1.4207132630220412
45577,459056,215046,4,1,3529,2282982,0,231018,0,66,348,83,2,48,0,0,0,0,1,224177,0,1.9870919707902812
55198,457727,485910,1,1,3825,4801297,1,431893,0,70,218,49,1,48,1,1,1,0,0,0,1,1.059813287519623
60537,123294,380629,4,1,3955,1153390,1,190069,1,84,359,247,0,24,2,2,0,0,0,0,1,0.648676803283001
59697,133014,216815,0,1,330,9396527,1,277724,0,95,485,124,0,31,0,1,1,0,1,113606,1,0.4789413988657845
94024,336655,349332,1,1,1452,83925,1,284005,0,73,789,356,0,45,1,1,1,0,1,323172,1,1.1853798863404295
55298,68109,40180,0,1,326,2322865,1,308993,1,63,301,30,0,54,0,1,0,1,1,464414,0,0.22042175576224782
21985,263423,36784,0,1,2449,9582383,1,350065,0,92,806,31,0,42,0,1,1,1,1,195893,0,0.752495243754035
8659,112351,63817,2,1,1931,4947898,0,5037,0,66,522,483,2,56,2,2,1,0,0,0,0,22.30071456927352
86080,299906,155163,4,0,2302,7250828,0,464254,1,56,939,303,2,46,1,0,1,0,0,0,0,0.6459941196109896
26405,247450,212086,4,1,3238,3452789,0,12654,0,65,234,496,2,63,0,1,1,1,1,475353,0,19.55353615171869
196653,385749,241765,1,1,761,4290608,1,343117,0,89,830,332,0,51,0,1,1,1,1,497225,0,1.1242458862548743
170142,71787,141541,1,0,2267,5493998,1,18199,0,73,655,323,0,44,1,1,0,0,1,413540,1,3.9443406593406594
183193,36733,456197,0,1,3862,7695339,0,469986,1,91,257,331,0,53,2,2,0,0,1,267699,1,0.07815748095160079
34048,342888,112273,2,1,3495,6009236,1,234783,1,50,5,96,0,56,1,1,1,0,1,95368,0,1.4604402344282403
65731,355564,471499,4,1,4730,8994009,0,27893,1,85,411,187,0,26,2,1,0,0,0,0,1,12.746970674697067
49305,11475,37616,0,0,1005,9819025,0,381233,1,54,341,456,2,36,0,2,0,0,0,0,1,0.03009962385306662
161002,166446,361189,0,1,3285,8735549,1,101521,0,57,289,31,0,51,1,2,0,0,1,161772,1,1.6395067079056755
166448,310051,109012,4,1,1753,5423021,1,115091,0,63,299,298,2,47,1,2,0,0,1,53768,0,2.6939404997740937
170512,94867,160878,3,1,1460,5346984,1,445937,0,81,825,47,2,40,0,1,1,0,0,0,1,0.21273585117213603
154692,420941,157859,2,0,2650,7444145,1,339967,1,72,808,454,0,37,1,0,1,0,0,0,0,1.2381782991340362
116386,193096,13140,0,1,1646,1975309,0,213845,1,60,829,7,0,26,0,2,0,1,0,0,0,0.9029675560917669
74656,445818,250224,4,1,4646,5142725,1,15977,1,51,952,37,0,57,0,1,0,0,0,0,0,27.90199023657529
120079,28487,458751,0,0,630,2934621,1,304167,0,94,294,51,0,40,1,0,0,0,0,0,1,0.09365547986638963
20100,388630,406513,0,1,271,972440,0,193861,0,52,618,69,1,27,2,0,1,0,1,219733,1,2.0046734274896574
120419,306010,153794,2,1,2569,701957,0,179668,1,52,448,249,0,25,0,0,0,1,0,0,0,1.703187528176814
18055,415392,97256,2,1,4763,7688728,0,296496,1,70,173,73,2,32,0,1,0,1,1,347039,0,1.4009989983035243
95853,124697,109561,4,0,3918,7491030,0,377015,1,91,36,56,0,46,1,1,0,0,1,25670,0,0.3307472361915675
114100,277023,199352,4,1,1242,2626867,0,21123,1,72,828,441,2,47,0,2,0,0,0,0,0,13.114135580382504
113115,179741,180784,4,1,179,8556410,1,305202,0,92,649,11,0,33,1,0,0,1,1,269785,1,0.588922782541456
73221,313133,183446,3,1,166,3784580,1,467136,0,97,667,232,2,36,1,2,0,1,0,0,0,0.670323695190062
179322,441141,206557,2,1,2432,2843933,1,389588,1,84,699,19,0,56,1,2,0,0,1,356728,0,1.132324064591146
115298,364581,453924,4,1,2893,647440,1,294283,0,86,721,463,2,28,1,2,0,1,1,135214,1,1.2388746924739367
168525,308495,464134,0,1,2817,215742,1,426971,1,94,548,94,2,50,0,2,1,0,1,172620,1,0.7225181042316592
89200,83882,328078,0,0,3478,1346373,0,35307,0,67,308,343,2,35,1,0,0,0,1,71406,1,2.3757222159284015
158119,305481,203500,4,1,327,9792508,1,132540,1,95,975,376,0,36,0,2,0,1,1,388701,0,2.304803796561064
21819,19091,286315,2,0,2177,4791897,0,267784,1,75,826,25,0,33,1,1,1,1,0,0,1,0.0712922680508617
161093,483976,155600,1,0,2761,3799087,1,406329,0,94,424,238,0,21,0,2,0,0,0,0,0,1.1910909851598455
106988,178001,254662,0,0,208,3357665,1,482388,0,75,646,221,2,63,1,0,0,0,1,281047,1,0.36899887849847324
164643,484273,497800,2,1,1013,193865,0,190177,1,71,919,384,0,59,1,1,0,0,0,0,1,2.5464196699933748
21912,176833,333208,4,0,4842,8441630,1,212616,0,81,834,120,0,39,0,1,1,0,0,0,1,0.8316973713296679
60825,299846,289520,3,1,2190,6070002,1,234234,1,54,701,397,1,59,1,2,1,0,0,0,0,1.2801075842636669
193563,30297,38208,2,1,4287,7905772,0,341717,0,90,563,260,0,58,0,1,1,1,0,0,1,0.08866082559303286
69940,132935,57537,4,1,2440,714665,0,66065,1,54,775,415,0,22,0,0,0,1,1,12613,0,2.0121545121545124
127038,317888,129432,0,1,1563,4578759,1,366479,0,59,248,406,1,24,0,1,1,0,1,167231,0,0.867408862693735
53112,249077,251907,1,1,255,3944061,1,202230,1,68,693,412,2,45,1,2,0,1,1,344877,1,1.2316459889927855
17954,201522,148846,1,1,1004,1008209,0,493478,0,63,861,1,2,60,1,2,0,1,1,376085,0,0.4083699610317764
166770,350419,72448,2,0,4254,9554006,1,466849,0,75,663,383,2,32,1,1,1,0,1,332731,0,0.750602977401735
70315,341337,483136,2,0,25,1499262,1,77971,0,83,654,142,0,62,1,1,1,0,0,0,1,4.377686861950444
52575,79210,384567,0,1,1672,8562841,0,475097,1,86,990,325,0,50,0,2,0,1,1,181341,1,0.16672349704692505
16345,403827,390734,3,0,3334,6687165,1,60139,1,78,526,53,1,50,0,2,1,0,0,0,0,6.714782174925174
53610,80715,178495,2,1,2438,4814641,0,451442,0,60,127,56,2,40,0,1,1,0,0,0,1,0.1787933360357786
83669,336538,258036,4,1,3917,1051143,0,460791,1,84,632,353,0,21,0,1,1,0,1,428232,0,0.73034688102224
61081,238840,497700,3,0,4881,3851878,1,130827,1,85,472,294,2,21,1,2,0,0,0,0,1,1.8256030819090714
138426,293423,288992,4,0,910,2724482,0,34081,1,93,655,414,2,64,0,2,1,1,0,0,0,8.609324570154334
127677,371213,12082,0,1,20,7011458,0,163396,0,67,732,17,0,60,1,2,0,0,0,0,0,2.271847096335918
191464,319137,431528,2,1,79,4498772,1,470027,0,96,141,152,0,28,0,1,0,0,0,0,1,0.6789744440756721
182543,266427,195982,4,1,753,3512256,1,115705,0,58,853,104,0,31,0,1,1,0,0,0,0,2.3026204345496346
49218,449211,292524,2,0,1812,6023277,0,60263,1,96,399,445,0,50,1,1,0,1,1,234634,0,7.45405217045002
20150,122429,234045,3,1,2254,8975183,1,440075,0,54,370,219,0,46,0,2,1,0,1,290895,1,0.27819967460165973
53014,306360,466756,4,1,902,6369604,1,486302,1,50,64,401,2,49,0,1,1,1,1,53658,1,0.6299776065539386
23944,24975,400795,4,1,1679,2236414,1,284802,1,99,199,204,0,46,0,1,1,1,0,0,1,0.08769219425357176
102249,276366,416506,1,1,2044,6228442,0,123146,1,91,750,144,0,51,0,2,0,0,1,74317,1,2.2441959609247486
138011,498509,256206,1,1,2205,2516167,0,293120,0,90,43,43,2,53,1,2,1,1,0,0,0,1.7006935702320884
38642,358567,58320,2,1,2468,9403856,0,442718,1,88,21,446,1,32,0,2,0,1,1,95297,0,0.8099200621613258
91959,376336,160536,1,1,3577,7378018,0,273371,0,94,190,171,0,60,0,1,1,0,1,481331,0,1.3766442795897165
48091,223319,171574,3,1,2121,1292108,1,368674,1,70,459,346,2,64,0,2,0,1,1,313200,0,0.6057340476029023
6616,464840,303624,3,1,319,4493720,0,490977,1,89,413,451,2,33,1,0,0,1,1,242762,0,0.9467633987673583
66030,360310,475538,2,1,2959,7797574,0,151219,1,53,893,365,2,32,1,0,1,1,1,148666,1,2.382687475201693
141168,436021,245292,4,1,250,3320607,0,495349,0,79,607,323,2,39,1,2,0,0,0,0,0,0.8802281215302311
43850,220549,322704,2,1,2461,3628982,1,413038,0,85,204,226,2,63,1,0,0,0,1,343764,1,0.5339665261633889
140616,211865,208942,2,0,202,3732046,0,61771,0,51,82,429,0,57,0,1,0,1,0,0,0,3.4297901962054005
126235,132326,20662,1,1,957,9833538,1,425349,0,59,321,209,1,40,0,1,1,0,1,195259,0,0.311099094863054
65930,249702,106210,4,1,1091,6380384,0,74394,1,92,146,375,0,31,1,2,1,0,0,0,0,3.356435244304053
186123,358296,29344,1,0,2372,3892923,0,192693,0,94,913,76,0,53,0,2,0,0,0,0,0,1.8594040291861709
164164,66471,94311,3,1,665,3147541,0,493851,1,88,746,181,0,51,0,2,0,0,1,496431,1,0.13459700477066003
140634,83920,191974,3,1,2408,3604791,1,375431,0,84,495,289,1,53,0,1,0,0,1,497716,1,0.22352916107311044
144688,21727,313499,0,1,1100,2553899,1,98394,0,72,608,196,0,51,2,2,1,0,0,0,1,0.22081406575537374
135971,487273,48843,1,0,1904,4299805,1,244121,0,84,76,486,0,63,0,1,1,0,1,131425,0,1.9960224805629971
23762,177581,220189,3,1,2563,9457453,1,65374,0,82,434,277,0,60,0,2,1,1,1,210641,1,2.716344168260038
144801,303090,37211,0,1,4957,4486647,1,43280,0,57,923,93,1,43,0,0,0,1,1,401912,0,7.002841893671588
179384,443232,271940,2,0,2658,3428272,0,382310,0,67,860,480,1,58,0,0,0,1,0,0,0,1.1593493255490948
30522,288626,331307,1,0,2212,3876690,0,156321,1,71,772,29,1,59,1,1,1,1,0,0,1,1.8463555993398242
71418,432051,132118,4,1,275,327632,1,350425,0,79,940,338,0,26,1,1,1,0,0,0,0,1.2329307756844525
56421,329800,348319,0,1,2493,8503791,0,92154,1,89,399,393,1,43,1,2,1,0,0,0,1,3.5787531875644296
11806,65934,434453,4,1,3451,2658482,0,310640,1,51,937,82,1,47,0,2,0,1,0,0,1,0.21225144137444832
16987,363720,236320,3,1,1754,9589580,1,214302,0,85,230,68,0,51,1,1,1,1,1,107478,0,1.697223090670686
179644,82539,346096,0,0,4638,6980778,1,419675,1,64,38,191,0,50,0,2,0,0,0,0,1,0.1966731478569182
65393,149438,254303,3,1,3681,5795935,0,195472,0,75,200,480,1,38,0,2,1,0,0,0,1,0.7644943291400859
98190,42863,452636,4,1,3907,7580492,0,492761,0,93,642,378,2,46,0,1,0,0,0,0,1,0.08698519772222696
184816,203082,350517,1,0,3839,4900886,1,170003,0,89,533,405,1,55,0,2,0,1,1,479024,1,1.1945718924260607
131535,244723,287204,0,1,4785,2008992,0,156630,0,51,608,238,0,47,0,2,1,0,1,325528,1,1.5624174014084058
164393,118158,401844,4,0,4004,2871761,0,237168,0,97,458,476,2,31,0,2,0,0,0,0,1,0.498201704269951
125666,70531,214698,2,1,2227,6571856,1,87013,0,88,912,38,1,51,1,2,1,0,1,326919,1,0.8105707127588664
197824,211808,338948,3,1,4667,6617397,1,2537,1,51,215,384,0,25,0,1,0,0,1,458102,1,83.45468873128448
145187,388095,247807,0,1,71,4556237,1,33409,0,97,844,161,2,37,0,1,0,1,1,375778,0,11.61613289434301
160470,47759,482916,4,1,2128,7711099,1,114333,1,50,7,22,2,23,0,1,0,0,1,277494,1,0.4177147655115714
36022,298962,298809,4,1,3373,9223869,1,429621,0,64,831,104,2,52,0,2,0,0,0,0,0,0.6958721853163944
143907,54050,97373,0,1,210,2810244,0,341661,1,67,345,381,2,35,0,1,1,0,0,0,1,0.1581972826945929
142146,217059,300224,1,1,2010,5840546,1,113568,0,95,139,484,1,61,0,1,1,0,1,339988,1,1.911252190298409
98852,97172,72280,2,0,2878,2202319,1,276464,0,51,912,120,0,39,1,1,1,1,0,0,0,0.35148029587832097
148370,347663,415569,0,1,4052,1917969,1,300649,0,70,993,93,2,51,1,2,0,0,0,0,1,1.1563711957425578
17272,259294,398719,2,1,3408,1491415,1,146742,1,55,452,97,2,52,0,1,0,1,1,346360,1,1.7669939963064678
5435,157185,495968,0,1,2643,9887930,1,203090,1,51,741,0,0,42,0,0,1,0,1,307070,1,0.7739633957191604
183413,240632,356743,4,1,3939,6472201,1,272153,1,85,124,397,0,44,0,1,1,0,1,352183,1,0.8841758710142051
191714,416668,232897,4,0,92,4671947,0,496121,1,85,223,249,2,61,0,1,1,0,0,0,0,0.8398498756354283
51305,348427,310851,1,0,435,9851718,1,100293,1,80,775,3,0,36,2,1,0,1,0,0,0,3.4740562745528147
110674,264572,142823,0,0,2354,9987875,0,239174,0,97,984,38,0,56,1,2,0,0,0,0,0,1.106185847183025
92201,388737,333985,4,1,1036,6576016,0,15038,1,55,810,191,0,27,0,0,1,0,0,0,0,25.84859365649312
53697,260759,413574,3,0,3293,1778393,0,242715,1,54,655,107,0,30,1,0,1,0,0,0,1,1.074337909326126
121387,327674,11508,0,1,3952,4229806,0,119054,0,97,457,324,0,59,0,0,1,1,1,472203,0,2.7522909579606063
17047,290796,27001,0,1,1045,8298740,1,3202,0,83,710,166,2,54,0,0,0,0,1,299926,0,90.78863565407431
40140,107305,279227,2,1,3990,1860050,1,115650,0,78,592,106,0,51,0,2,1,0,1,127057,1,0.9278346058399841
109282,222444,399333,0,1,898,7694480,1,222031,0,58,477,19,0,42,0,1,1,0,1,258727,1,1.0018555883836564
172295,276031,184068,2,1,3977,9336737,1,36269,0,77,587,352,0,27,2,2,0,1,0,0,0,7.610449407223601
112811,420631,284067,1,1,859,8436457,0,267898,1,92,427,483,0,30,2,2,0,1,0,0,0,1.5701103774183554
42842,440286,146784,4,0,1666,6822320,1,25274,1,69,908,119,2,31,1,2,1,0,1,198998,0,17.419821958456975
69600,494947,321226,2,1,1713,4927680,0,464338,0,61,793,449,1,55,0,1,0,1,1,386469,0,1.065917357792475
52849,156956,235014,1,1,85,4137348,1,192532,0,84,875,85,2,49,0,1,1,0,0,0,1,0.8152160928256454
29711,309950,46021,3,1,3489,6367127,1,275268,0,59,711,493,0,40,0,1,1,0,1,254247,0,1.1259894866476066
34693,57960,388004,3,1,1840,9290302,0,385477,0,66,973,364,0,38,0,2,0,1,0,0,1,0.15035877533867043
44910,391452,163548,2,0,2410,399905,1,133314,0,84,245,196,0,59,0,0,0,1,1,334183,0,2.9362937403893037
178290,404024,32109,4,0,2735,6248130,0,71992,1,64,736,499,1,39,1,2,0,0,0,0,0,5.611990054588641
159929,349907,261293,1,1,4906,8345855,1,147516,1,84,596,215,0,42,1,0,0,0,0,0,0,2.371977467003803
26108,390178,391040,1,1,2950,9369141,0,400573,1,85,281,182,1,48,0,2,0,0,0,0,1,0.9740472422074323
8828,115354,353368,0,0,4874,7126253,1,167015,0,61,217,46,0,41,1,2,0,0,1,458625,1,0.6906763423863582
142718,236755,459755,3,1,3852,7417684,0,116324,0,83,868,368,2,28,0,1,0,0,1,394695,1,2.0352890608209755
23747,436780,37683,2,1,4674,7294674,1,261111,1,69,629,93,0,27,1,2,1,0,1,236755,0,1.6727687735531114
89961,400239,289535,1,1,2124,2010364,1,13135,1,81,269,445,0,46,1,2,1,0,0,0,0,30.46886419001218
11806,434800,377325,2,1,3983,2043061,0,18756,0,92,282,292,2,30,1,1,0,1,0,0,0,23.18067921309378
53778,312132,402411,2,0,1000,6458269,1,340368,1,95,825,107,2,34,0,2,0,0,1,264171,1,0.9170400359609717
155334,156554,39996,0,1,2701,5843077,1,302411,1,54,859,408,0,62,0,2,0,0,1,295874,0,0.5176844834199701
30006,250337,237763,1,1,3139,3424526,1,335469,0,74,334,98,0,64,0,2,1,1,1,84291,0,0.746227680567562
12952,176537,339251,1,0,780,9046398,1,410672,1,93,694,295,0,47,0,2,0,1,1,494711,1,0.4298724289154632
49601,197907,34403,1,1,635,8652632,0,243552,0,51,434,265,0,38,0,2,0,0,1,42419,0,0.8125828875029254
62026,127811,340767,2,1,2305,7455576,0,340520,0,53,333,305,2,47,1,1,0,0,0,0,1,0.37533955321404555
27008,46191,386472,4,1,834,2201860,1,124457,1,76,465,444,0,48,0,2,1,1,0,0,1,0.37113725112086005
192622,134460,385497,2,0,4088,5114119,1,214302,1,66,32,176,0,28,0,2,0,0,0,0,1,0.6274293873627528
146994,309572,360213,1,1,1820,205808,0,34392,1,80,104,62,0,21,0,1,1,1,1,496052,1,9.001017648940191
59050,221418,449987,3,1,1330,1751987,0,456797,0,99,295,1,0,24,0,1,1,1,0,0,1,0.4847175337895525
79962,277695,127132,2,0,3245,1288233,0,329479,0,56,170,16,0,34,0,1,1,0,0,0,0,0.8428280927522156
153823,175654,158304,3,0,4633,9697484,0,362437,0,55,45,155,0,45,2,2,0,1,1,423070,0,0.48464564973871394
78068,145089,419957,1,1,3460,3819147,1,435175,0,56,595,411,0,34,0,0,1,0,1,206079,1,0.33340303693218376
127840,279734,73077,1,0,2170,8533667,1,228774,0,79,251,249,2,58,1,2,0,0,0,0,0,1.222747240738717
8372,191099,86070,3,1,4008,7587949,1,492431,0,83,508,411,0,32,1,2,0,1,1,22165,0,0.38807185560645935
21090,466819,107062,2,0,2130,1679405,1,227250,1,98,691,189,0,42,1,0,0,1,0,0,0,2.054199981518233
161951,254104,365655,2,1,3737,1111102,1,326610,0,68,715,185,2,49,0,0,0,1,0,0,1,0.7780019656410837
113992,38819,319866,1,0,583,9062323,1,139959,0,92,322,346,0,32,0,0,1,0,1,203165,1,0.27735781651900543
12503,498898,475754,3,1,4534,1865105,1,333884,0,75,207,358,0,33,0,2,0,1,1,424998,0,1.4942210641388503
164673,428322,214378,4,0,2241,3174340,0,65167,1,81,726,405,2,35,1,0,1,1,0,0,0,6.57258163515836
198826,353084,256056,1,1,3606,3224636,1,280625,0,95,865,335,0,30,1,1,1,0,1,333627,0,1.2582013070777476
31312,469431,143083,0,1,595,9515341,0,415596,1,66,894,314,2,45,1,1,0,0,0,0,0,1.1295341400443217
98913,442808,215183,4,1,1823,1007557,0,62930,1,68,28,445,2,32,0,1,1,0,1,211590,0,7.0364049514547675
180903,474018,252193,2,0,621,8785834,0,24155,1,98,518,2,0,55,1,1,0,0,1,303849,0,19.62319920516642
65354,264286,213299,1,1,4093,9895526,1,20236,0,70,907,27,0,30,0,1,1,1,1,470253,0,13.059544398873351
92856,353051,120269,4,1,1381,299357,0,29767,1,67,569,465,0,22,2,2,0,0,0,0,0,11.860084654662725
175295,320628,347266,3,0,1798,5069433,1,433186,1,51,518,445,1,37,1,1,0,0,0,0,1,0.7401607158109547
14315,241485,199225,4,0,3132,6167916,0,267618,0,55,69,474,0,24,0,1,0,0,0,0,0,0.9023462459690829
193382,365598,181799,2,1,3187,3594764,0,297343,0,59,262,186,0,59,0,1,1,0,1,186551,0,1.2295455768402928
14382,484954,282494,2,0,2024,2346466,0,398535,1,66,642,215,0,61,0,1,0,0,1,186566,0,1.2168386293835438
163874,224938,208536,4,0,4126,7647308,1,98583,0,79,665,48,1,32,0,0,0,1,1,171156,0,2.2816887121642457
159431,33900,360118,0,1,846,2623814,1,223827,1,89,660,415,0,46,1,2,0,0,1,11973,1,0.15145558196472292
140076,103414,32880,4,1,120,5584404,0,90496,1,69,178,241,1,47,1,2,0,0,0,0,0,1.1427340132822084
47626,16599,459967,2,1,4514,4986245,0,160236,1,60,360,98,2,28,1,1,0,0,1,136891,1,0.10359030685796664
7062,269615,279758,4,1,1897,8342922,1,119697,0,66,14,256,0,64,0,1,1,0,1,188939,1,2.2524603585690657
98790,376618,214494,3,1,431,8753843,1,297167,0,75,536,407,0,51,0,2,0,0,0,0,0,1.2673571851612555
68354,233699,43575,3,0,4553,6044211,1,31805,1,60,5,87,0,28,1,2,0,1,1,467343,0,7.347638810287367
99791,211148,377008,0,1,2528,6990314,0,315145,1,86,902,183,0,45,2,2,0,1,1,283164,1,0.6700005711638415
194808,360329,252948,4,1,3766,3663836,1,415770,1,51,619,348,0,33,0,2,0,0,0,0,0,0.866652556335098
107561,267585,79994,3,0,4618,4998849,0,226885,0,59,901,236,1,35,1,1,1,0,1,74169,0,1.1793808344278625
143602,406415,415402,1,1,328,6230415,1,434235,0,88,761,289,0,24,1,1,0,0,1,221294,1,0.9359311526451054
127766,478556,80669,2,1,2348,6601903,0,201507,1,64,110,299,2,59,1,1,0,0,1,170960,0,2.3748734541556664
13338,499558,80016,4,0,2415,679187,1,143771,0,58,73,341,1,57,2,1,1,1,0,0,0,3.4746543137745873
72477,232174,308829,2,1,4578,1673875,1,118993,0,74,228,37,0,40,0,2,0,0,0,0,1,1.9511403936332925
114093,209052,252953,0,0,681,2262072,1,136700,0,70,443,89,0,21,1,2,1,0,0,0,1,1.5292645993811311
39293,129225,490801,3,0,1609,3293975,1,120073,0,55,780,171,0,32,1,2,0,1,0,0,1,1.0762113363425887
41301,85178,183304,1,0,4456,40140,0,26666,1,89,694,46,0,56,1,0,0,0,0,0,1,3.1941350733115836
45290,65331,486124,3,1,3598,630763,0,47383,0,85,257,260,0,62,0,0,1,1,0,0,1,1.378756542292757
86545,365830,445590,1,1,2369,9386153,1,358077,0,63,679,274,0,62,0,0,0,0,1,86774,1,1.0216489144823195
10792,305994,438765,2,0,239,2424020,0,35842,0,82,756,238,0,51,1,1,1,1,0,0,1,8.53706441983093
68453,15494,469729,2,1,3804,7325230,1,339263,0,62,639,110,0,45,1,0,1,0,0,0,1,0.045669449160535745
44162,327176,235375,4,0,2341,1955048,0,57478,0,70,923,81,2,33,1,1,1,1,0,0,0,5.692096243845579
161143,63330,429246,2,0,3343,980913,1,432329,1,95,507,142,0,40,1,1,1,1,0,0,1,0.14648532371105405
